"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"E36003480","Aylesford Green","Males","South East","E07000105","Ashford","Age0",76.92859,56.04501,34,9.43605,14.73918
"E36003481","Beaver","Males","South East","E07000105","Ashford","Age0",76.63103,58.56837,34,9.43605,14.73918
"E36003482","Biddenden","Males","South East","E07000105","Ashford","Age0",83.01723,70.08812,34,9.43605,14.73918
"E36003483","Bockhanger","Males","South East","E07000105","Ashford","Age0",79.0993,62.44764,34,9.43605,14.73918
"E36003484","Boughton Aluph and Eastwell","Males","South East","E07000105","Ashford","Age0",81.44472,67.70476,34,9.43605,14.73918
"E36003485","Bybrook","Males","South East","E07000105","Ashford","Age0",79.56961,63.5855,34,9.43605,14.73918
"E36003486","Charing","Males","South East","E07000105","Ashford","Age0",80.48174,66.21761,34,9.43605,14.73918
"E36003487","Downs North","Males","South East","E07000105","Ashford","Age0",79.63363,67.20228,34,9.43605,14.73918
"E36003488","Downs West","Males","South East","E07000105","Ashford","Age0",78.72599,65.13507,34,9.43605,14.73918
"E36003489","Godinton","Males","South East","E07000105","Ashford","Age0",82.01818,67.1322,34,9.43605,14.73918
"E36003490","Great Chart with Singleton","Males","South East","E07000105","Ashford","Age0",85.39267,68.84365,34,9.43605,14.73918
"E36003491","Highfield","Males","South East","E07000105","Ashford","Age0",80.66077,67.8566,34,9.43605,14.73918
"E36003492","Isle of Oxney","Males","South East","E07000105","Ashford","Age0",83.64875,70.2024,34,9.43605,14.73918
"E36003493","Kennington","Males","South East","E07000105","Ashford","Age0",81.72492,67.69453,34,9.43605,14.73918
"E36003494","Little Burton Farm","Males","South East","E07000105","Ashford","Age0",81.48078,67.04735,34,9.43605,14.73918
"E36003495","Norman","Males","South East","E07000105","Ashford","Age0",80.56573,58.32874,34,9.43605,14.73918
"E36003496","North Willesborough","Males","South East","E07000105","Ashford","Age0",76.85814,63.06958,34,9.43605,14.73918
"E36003498","Park Farm South","Males","South East","E07000105","Ashford","Age0",75.95662,65.01511,34,9.43605,14.73918
"E36003499","Rolvenden and Tenterden Wes","Males","South East","E07000105","Ashford","Age0",83.08648,69.89538,34,9.43605,14.73918
"E36003500","Saxon Shore","Males","South East","E07000105","Ashford","Age0",83.68386,68.60607,34,9.43605,14.73918
"E36003501","Singleton South","Males","South East","E07000105","Ashford","Age0",79.79385,64.22032,34,9.43605,14.73918
"E36003502","South Willesborough","Males","South East","E07000105","Ashford","Age0",81.05836,62.93191,34,9.43605,14.73918
"E36003503","St Michaels","Males","South East","E07000105","Ashford","Age0",81.83442,69.8248,34,9.43605,14.73918
"E36003504","Stanhope","Males","South East","E07000105","Ashford","Age0",78.89125,57.98061,34,9.43605,14.73918
"E36003505","Stour","Males","South East","E07000105","Ashford","Age0",80.58783,65.44025,34,9.43605,14.73918
"E36003506","Tenterden North","Males","South East","E07000105","Ashford","Age0",82.16557,67.43548,34,9.43605,14.73918
"E36003507","Tenterden South","Males","South East","E07000105","Ashford","Age0",84.4243,68.29377,34,9.43605,14.73918
"E36003508","Victoria","Males","South East","E07000105","Ashford","Age0",77.82144,60.50611,34,9.43605,14.73918
"E36003509","Washford","Males","South East","E07000105","Ashford","Age0",84.22013,67.78851,34,9.43605,14.73918
"E36003510","Weald Central","Males","South East","E07000105","Ashford","Age0",81.07567,67.13613,34,9.43605,14.73918
"E36003511","Weald East","Males","South East","E07000105","Ashford","Age0",80.88847,66.91322,34,9.43605,14.73918
"E36003512","Weald North","Males","South East","E07000105","Ashford","Age0",84.36759,70.78419,34,9.43605,14.73918
"E36003513","Weald South","Males","South East","E07000105","Ashford","Age0",82.72613,67.80523,34,9.43605,14.73918
"E36003514","Wye","Males","South East","E07000105","Ashford","Age0",79.87213,67.1889,34,9.43605,14.73918
